fecha,valor
2020-05-14,887.47
2020-05-15,887.35
2020-05-18,890.76
2020-05-19,895.42
2020-05-20,897.13
2020-05-22,885.71
2020-05-25,878.2
2020-05-26,875.72
2020-05-27,881.23
2020-05-28,896.92
2020-05-29,900.84
2020-06-01,894.62
2020-06-02,885.94
2020-06-03,874.22
2020-06-04,864.0
2020-06-05,880.74
2020-06-08,863.88
2020-06-09,869.52
2020-06-10,875.73
2020-06-11,876.03
2020-06-12,888.42
2020-06-15,887.86
2020-06-16,902.76
2020-06-17,877.76
2020-06-18,897.02
2020-06-19,909.81
2020-06-22,913.73
2020-06-23,918.63
2020-06-24,925.23
2020-06-25,923.88
2020-06-26,912.43
2020-06-30,916.33
2020-07-01,922.73
2020-07-02,918.83
2020-07-03,903.15
2020-07-06,901.12
2020-07-07,903.61
2020-07-08,896.53
2020-07-09,891.16
2020-07-10,882.92
2020-07-13,893.68
2020-07-14,895.3
2020-07-15,898.16
2020-07-17,898.25
2020-07-20,900.55
2020-07-21,898.95
2020-07-22,896.75
2020-07-23,889.6
2020-07-24,890.19
2020-07-27,895.11
2020-07-28,904.06
2020-07-29,900.04
2020-07-30,894.84
2020-07-31,892.52
2020-08-03,892.23
2020-08-04,894.75
2020-08-05,904.57
2020-08-06,919.12
2020-08-07,922.36
2020-08-10,924.2
2020-08-11,935.83
2020-08-12,932.89
2020-08-13,934.78
2020-08-14,936.07
2020-08-17,943.32
2020-08-18,953.02
2020-08-19,949.93
2020-08-20,929.54
2020-08-21,931.75
2020-08-24,932.09
2020-08-25,927.42
2020-08-26,927.78
2020-08-27,930.26
2020-08-28,927.36
2020-08-31,927.48
2020-09-01,926.9
2020-09-02,918.24
2020-09-03,912.63
2020-09-04,917.04
2020-09-07,916.56
2020-09-08,913.78
2020-09-09,916.18
2020-09-10,906.15
2020-09-11,907.25
2020-09-14,909.06
2020-09-15,909.64
2020-09-16,900.38
2020-09-17,900.7
2020-09-21,903.8
2020-09-22,908.46
2020-09-23,906.04
2020-09-24,912.58
2020-09-25,920.05
2020-09-28,914.87
2020-09-29,914.4
2020-09-30,920.73
2020-10-01,923.11
2020-10-02,922.06
2020-10-05,926.77
2020-10-06,935.84
2020-10-07,939.05
2020-10-08,935.9
2020-10-09,937.06
2020-10-13,940.85
2020-10-14,936.0
2020-10-15,938.38
2020-10-16,938.35
2020-10-19,932.47
2020-10-20,928.69
2020-10-21,930.96
2020-10-22,930.76
2020-10-23,923.98
2020-10-26,922.02
2020-10-27,921.26
2020-10-28,913.13
2020-10-29,911.03
2020-10-30,897.65
2020-11-02,898.84
2020-11-03,894.38
2020-11-04,889.25
2020-11-05,887.54
2020-11-06,887.01
2020-11-09,902.15
2020-11-10,890.85
2020-11-11,898.88
2020-11-12,891.61
2020-11-13,894.25
2020-11-16,906.8
2020-11-17,909.25
2020-11-18,909.69
2020-11-19,899.61
2020-11-20,898.84
2020-11-23,902.52
2020-11-24,906.25
2020-11-25,917.31
2020-11-26,919.43
2020-11-27,912.34
2020-11-30,916.33
2020-12-01,916.39
2020-12-02,915.41
2020-12-03,913.68
2020-12-04,913.43
2020-12-07,908.18
2020-12-09,903.69
2020-12-10,891.87
2020-12-11,894.86
2020-12-14,888.72
2020-12-15,889.35
2020-12-16,892.03
2020-12-17,894.71
2020-12-18,887.11
2020-12-21,885.88
2020-12-22,893.82
2020-12-23,887.46
2020-12-24,873.16
2020-12-28,865.64
2020-12-29,868.01
2020-12-30,870.66
2021-01-04,873.3
2021-01-05,861.65
2021-01-06,863.72
2021-01-07,856.2
2021-01-08,870.41
2021-01-11,872.19
2021-01-12,874.77
2021-01-13,882.82
2021-01-14,899.03
2021-01-15,893.72
2021-01-18,888.72
2021-01-19,888.59
2021-01-20,889.37
2021-01-21,884.45
2021-01-22,868.93
2021-01-25,881.31
2021-01-26,888.58
2021-01-27,888.54
2021-01-28,891.89
2021-01-29,898.78
2021-02-01,891.42
2021-02-02,883.01
2021-02-03,883.03
2021-02-04,878.46
2021-02-05,882.07
2021-02-08,886.68
2021-02-09,885.63
2021-02-10,887.35
2021-02-11,884.48
2021-02-12,876.1
2021-02-15,878.37
2021-02-16,871.69
2021-02-17,868.71
2021-02-18,866.79
2021-02-19,860.28
2021-02-22,857.63
2021-02-23,863.32
2021-02-24,858.55
2021-02-25,854.67
2021-02-26,865.89
2021-03-01,869.67
2021-03-02,869.23
2021-03-03,877.71
2021-03-04,882.47
2021-03-05,875.54
2021-03-08,873.17
2021-03-09,875.47
2021-03-10,871.67
2021-03-11,867.73
2021-03-12,860.05
2021-03-15,858.68
2021-03-16,860.56
2021-03-17,861.48
2021-03-18,870.36
2021-03-19,864.46
2021-03-22,854.71
2021-03-23,855.78
2021-03-24,854.83
2021-03-25,855.53
2021-03-26,860.19
2021-03-29,860.26
2021-03-30,867.0
2021-03-31,857.77
2021-04-01,847.6
